label,text
1,PC_018080 PC_033442 PC_002936 PC_008926 PC_008927 PC_015461 PC_015462 PC_015463 PC_001652 PC_005450 PC_006401 PC_015464 PC_018082 PC_013761 PC_018087 PC_021490 PC_012478 PC_021491 PC_015465 PC_015466 PC_015467 PC_006047 PC_015468 PC_033443 PC_008012 PC_026537 PC_033464 PC_026538 PC_005451 PC_033465 PC_026539 PC_026540 PC_026541 PC_026542 PC_026543 PC_026544 PC_018088 PC_026546 PC_026547 PC_026545 PC_021492 PC_013762 PC_021493 PC_026548 PC_018089 PC_026549 PC_021494 PC_033468 PC_021495 PC_003255 PC_015469 PC_002823 PC_026550 PC_021478 PC_021496 PC_006048 PC_015470 PC_026551 PC_018090 PC_015471 PC_001483 PC_007523 PC_012479 PC_005707 PC_018083 PC_015474 PC_015473 PC_015475 PC_013763 PC_015476 PC_015477 PC_015478 PC_007524 PC_018092 PC_021497 PC_026511 PC_021498 PC_021499 PC_015479 PC_009996 PC_010781 PC_013764 PC_012481 PC_018093 PC_003625 PC_015480 PC_021479 PC_003309 PC_003446 PC_015481 PC_013765 PC_005978 PC_015482 PC_015483 PC_004683 PC_015484 PC_026555 PC_026512 PC_026556 PC_006402 PC_021501 PC_015485 PC_015486 PC_006049 PC_003256 PC_026557 PC_026558 PC_026559 PC_018081 PC_021480 PC_026560 PC_021502 PC_015487 PC_026561 PC_013766 PC_018094 PC_026562 PC_015488 PC_026564 PC_006050 PC_026513 PC_015489 PC_018095 PC_001424 PC_018096 PC_001293 PC_009996 PC_004146 PC_026566 PC_011554 PC_026567 PC_026514 PC_026568 PC_015490 PC_026569 PC_008013 PC_018097 PC_026570 PC_026571 PC_015491 PC_026572 PC_026573 PC_026515 PC_026574 PC_021508 PC_007155 PC_018098 PC_013768 PC_015492 PC_013562 PC_026575 PC_004397 PC_026576 PC_021481 PC_026577 PC_026578 PC_018099 PC_015493 PC_013769 PC_021509 PC_021510 PC_026581 PC_026582 PC_026516 PC_026583 PC_021511 PC_026584 PC_010007 PC_026585 PC_026586 PC_026587 PC_026588 PC_026589 PC_026590 PC_034532 PC_026591 PC_026592 PC_026593 PC_018100 PC_018101 PC_026594 PC_026595 PC_026596 PC_026597 PC_018102 PC_001225 PC_026598 PC_026599 PC_026600 PC_026601 PC_021512 PC_021513 PC_026602 PC_026603 PC_026604 PC_000748 PC_004144 PC_033473 PC_012482 PC_026605 PC_018103 PC_026606 PC_033475 PC_026607 PC_026608 PC_026609 PC_026610 PC_001744 PC_026611 PC_021514 PC_011555 PC_021515 PC_026613 PC_021516 PC_026614 PC_026580 PC_026615 PC_026616 PC_026508 PC_015450 PC_026617 PC_033477 PC_026618 PC_026619 PC_033478 PC_026620 PC_018104 PC_026622 PC_026623 PC_002966 PC_026624 PC_026625 PC_026626 PC_026627 PC_021517 PC_034535 PC_026628 PC_021518 PC_033479 PC_004145 PC_018106 PC_026629 PC_026630 PC_026631 PC_015496 PC_026632 PC_026633 PC_026634 PC_026635 PC_026636 PC_026517 PC_021519 PC_026637 PC_026638 PC_026639 PC_013770 PC_026640 PC_026641 PC_026642 PC_026643 PC_005684 PC_026518 PC_026644 PC_018107 PC_018108 PC_026645 PC_026646 PC_026647 PC_026648 PC_026649 PC_026650 PC_026651 PC_026519 PC_026652 PC_026653 PC_026654 PC_026656 PC_026657 PC_026658 PC_015497 PC_021520 PC_033482 PC_026660 PC_007151 PC_033483 PC_033484 PC_026661 PC_018109 PC_021521 PC_010080 PC_000366 PC_026520 PC_033446 PC_021482 PC_011315 PC_033447 PC_033448 PC_033449
1,PC_006065 PC_002882 PC_010115 PC_009469 PC_009470 PC_018213 PC_010118 PC_010119 PC_005947 PC_008963 PC_026745 PC_010100 PC_000084 PC_033670 PC_006765 PC_002183 PC_012508 PC_006428 PC_002761 PC_000985 PC_008475 PC_009471 PC_010101 PC_010120 PC_008805 PC_010121 PC_002530 PC_026746 PC_010122 PC_009890 PC_015545 PC_002836 PC_010814 PC_002938 PC_009472 PC_008845 PC_005954 PC_010123 PC_021570 PC_018216 PC_008863 PC_008972 PC_021574 PC_015250 PC_008969 PC_011593 PC_000343 PC_010124 PC_010125 PC_010816 PC_010126 PC_009473 PC_010127 PC_002031 PC_010128 PC_008970 PC_005089 PC_012509 PC_018217 PC_033677 PC_018218 PC_021575 PC_009474 PC_008973 PC_004076 PC_003026 PC_003048 PC_009397 PC_009475 PC_008838 PC_010129 PC_009476 PC_009478 PC_018219 PC_010130 PC_009479 PC_033673 PC_010131 PC_010132 PC_007022 PC_018220 PC_009338 PC_018221 PC_009939 PC_010133 PC_010134 PC_010135 PC_008312 PC_008476 PC_015558 PC_000150 PC_008253 PC_015024 PC_010097 PC_010136 PC_010137 PC_033679 PC_015559 PC_010102 PC_005471 PC_009480 PC_010138 PC_010139 PC_008477 PC_011594 PC_015560 PC_008477 PC_018222 PC_010140 PC_010099 PC_010141 PC_009481 PC_010595 PC_010817 PC_010818 PC_021576 PC_006429 PC_001654 PC_010142 PC_015561 PC_002036 PC_003677 PC_013794 PC_010819 PC_012511 PC_013545 PC_002037 PC_010103 PC_018210 PC_007886 PC_002621 PC_010104 PC_010105 PC_010810 PC_011590 PC_010106 PC_010107 PC_004876 PC_007535 PC_002529 PC_001678 PC_009893 PC_000003 PC_000047 PC_000117 PC_015552 PC_000198 PC_000512 PC_000104 PC_001704 PC_002121 PC_001400 PC_000544 PC_009308 PC_010096 PC_002968 PC_021571 PC_000785 PC_012504 PC_012505 PC_009467 PC_010108 PC_002949 PC_009889 PC_010109 PC_005752 PC_021572 PC_001792 PC_005212 PC_000173 PC_004677 PC_008311 PC_000268 PC_007994 PC_010812 PC_010813 PC_009951 PC_006065 PC_006642 PC_012506 PC_010110 PC_003047 PC_001702 PC_003383 PC_000632 PC_000081 PC_011368 PC_004049 PC_013793 PC_015047 PC_017611 PC_009468 PC_007471 PC_015555 PC_015556 PC_018211 PC_017922 PC_012507 PC_033672 PC_005754 PC_033675 PC_011591 PC_033676 PC_010111 PC_010112 PC_009902 PC_010114 PC_008971 PC_018212
0,PC_006117 PC_007221 PC_034550 PC_006461 PC_001753 PC_006051 PC_000015 PC_000695 PC_022156 PC_005785 PC_009562 PC_005683 PC_005783 PC_006119 PC_006462 PC_006463 PC_006464 PC_006465 PC_006456 PC_006120 PC_006466 PC_000838 PC_006467 PC_000175 PC_000707 PC_006468 PC_001117 PC_000015 PC_005786 PC_006121 PC_000123 PC_002824 PC_002853 PC_004774 PC_006122 PC_006123 PC_000581 PC_005713 PC_010547 PC_000801 PC_005787 PC_000115 PC_012636 PC_001541 PC_007223 PC_006076 PC_009040 PC_007579 PC_004462 PC_012637 PC_001835 PC_006469 PC_002982 PC_000205 PC_005018 PC_001621 PC_000582 PC_006125 PC_015757 PC_006470 PC_004194 PC_005788 PC_011714 PC_034553 PC_008552 PC_015756
0,PC_006729 PC_006688 PC_002438 PC_027644 PC_008567 PC_001280 PC_000511 PC_000719 PC_001882 PC_000005 PC_000900 PC_003459 PC_007460 PC_004869 PC_002616 PC_001521 PC_006638 PC_004859 PC_000148 PC_006359 PC_001527 PC_001605 PC_005134 PC_003220 PC_005408 PC_000899 PC_000438 PC_000013 PC_001212 PC_001731 PC_001731 PC_000231 PC_000244 PC_000828 PC_001402 PC_001608 PC_000927 PC_000023 PC_007020 PC_001080 PC_000386 PC_001794 PC_000365 PC_006126 PC_001040 PC_005132 PC_009993 PC_004351 PC_000705 PC_017841
1,PC_010003 PC_018120 PC_004628 PC_013652 PC_001825 PC_011291 PC_001812 PC_018121 PC_001813 PC_002280 PC_001045 PC_004509 PC_000766 PC_018122 PC_018123 PC_021531 PC_015522 PC_026681 PC_004143 PC_018124 PC_012488 PC_015523 PC_002938 PC_013774 PC_026682 PC_015388 PC_026672 PC_033525 PC_001802 PC_009449 PC_004856 PC_007156 PC_004506 PC_033526 PC_017993 PC_026683 PC_002253 PC_026685 PC_018125 PC_014890 PC_026687 PC_034354 PC_033528 PC_026688 PC_018126 PC_005102 PC_018127 PC_033522 PC_021533 PC_026689 PC_026690 PC_015524 PC_026691 PC_008460 PC_021534 PC_021535 PC_033531 PC_033532 PC_033523 PC_021536 PC_021537 PC_006248 PC_015144 PC_004012
0,PC_000248 PC_003470 PC_002589 PC_000094 PC_000286 PC_000184 PC_000059 PC_002588 PC_000253 PC_000709 PC_002653 PC_003646 PC_001273 PC_005173 PC_000167 PC_000309 PC_000667 PC_002795 PC_000021 PC_000346 PC_001267 PC_001907 PC_000416 PC_000069 PC_000054 PC_000270 PC_000956 PC_000316 PC_000233 PC_001551 PC_001428 PC_001861 PC_001266 PC_000223 PC_000875 PC_001682 PC_001964 PC_000102 PC_004487 PC_000530 PC_005708 PC_000026 PC_001136 PC_001823 PC_000001 PC_002162 PC_000083 PC_000429 PC_000236 PC_000465 PC_004917 PC_000072 PC_000191 PC_000317 PC_000053 PC_004285 PC_001364 PC_002097 PC_005917 PC_000120 PC_001068 PC_001232 PC_000840 PC_000332 PC_000010 PC_000025 PC_001592 PC_001165 PC_000000 PC_000768 PC_000082 PC_000101 PC_001908 PC_000996 PC_000070 PC_000066 PC_000045 PC_000208 PC_002638 PC_000623 PC_000058 PC_000921 PC_000235 PC_000363 PC_000663 PC_001302 PC_003465 PC_000014 PC_000024 PC_000821 PC_000809 PC_000994 PC_001202 PC_000920 PC_003581 PC_000044 PC_000018 PC_000207 PC_000787 PC_000089 PC_000697 PC_000206 PC_000060 PC_000650 PC_002948 PC_000062 PC_000260 PC_000178 PC_000063 PC_000339 PC_000186 PC_000071 PC_000202 PC_000085 PC_000159 PC_000279 PC_000040 PC_000156 PC_000088 PC_000127 PC_001167 PC_000146 PC_000168 PC_002285 PC_001429 PC_001168 PC_001680 PC_000464 PC_000254 PC_000345 PC_002233 PC_000087 PC_000217 PC_001174 PC_000232 PC_000192 PC_000128 PC_000195 PC_000344 PC_000169 PC_000079 PC_000259 PC_000258 PC_000651 PC_000020 PC_000139 PC_011007 PC_000113 PC_001366 PC_000508 PC_001476 PC_002296 PC_000287 PC_000145 PC_001636 PC_004918 PC_000106 PC_000257 PC_004621 PC_002272 PC_001637 PC_000179 PC_000326 PC_000300 PC_000288 PC_000136 PC_000122 PC_000808 PC_001913 PC_008880 PC_000241 PC_001552 PC_000977 PC_000729 PC_000769 PC_000095 PC_001046 PC_001367 PC_000249 PC_000877 PC_001274 PC_005709 PC_000006 PC_001234 PC_000281 PC_000228 PC_000294 PC_000572 PC_001271 PC_001102 PC_000440 PC_000262 PC_000090 PC_000064 PC_000844 PC_000767 PC_000166 PC_000214 PC_001393 PC_000315 PC_000057 PC_000004 PC_000277 PC_000049 PC_003808 PC_000284 PC_000250 PC_000215 PC_003107 PC_000183 PC_000126 PC_000546 PC_000209 PC_001365 PC_000251 PC_000227 PC_004379 PC_001822 PC_000240 PC_001733 PC_000157 PC_000135 PC_000295 PC_000322 PC_000239 PC_000226 PC_000238 PC_000140 PC_000019 PC_000633 PC_003584 PC_000261 PC_001269 PC_000922 PC_003636 PC_000103 PC_000789 PC_000710 PC_000432 PC_000011 PC_000041 PC_000225 PC_000910 PC_000876 PC_000118 PC_000121 PC_000107 PC_000009 PC_001233 PC_002295 PC_000333 PC_000216 PC_000237 PC_000224 PC_001595 PC_000441 PC_000338 PC_000252 PC_008353 PC_000077 PC_000056 PC_001070 PC_004121 PC_000622 PC_001464 PC_002465
1,PC_026662 PC_033486 PC_026665 PC_033487 PC_000737 PC_014882 PC_013410 PC_013590 PC_015239 PC_002800 PC_018110 PC_003559 PC_021522 PC_002943 PC_007825 PC_026666 PC_012484 PC_011462 PC_015360 PC_033488 PC_005416 PC_003554 PC_003560 PC_015368 PC_018111 PC_021523 PC_018112 PC_021060 PC_015240 PC_004143 PC_007469 PC_026207 PC_001499 PC_033489 PC_006700 PC_033490 PC_026667 PC_026668 PC_018113 PC_018114 PC_003188 PC_005893 PC_003028 PC_003189 PC_004518 PC_002458 PC_003029 PC_001390 PC_012169 PC_003188 PC_003793 PC_033491 PC_026663 PC_026664 PC_033485
0,PC_002615 PC_002438 PC_001280 PC_003648 PC_000719 PC_001078 PC_000862 PC_001696 PC_001144 PC_002616 PC_000438 PC_000495 PC_001076 PC_000148 PC_005718 PC_004320 PC_005634 PC_003220 PC_000899 PC_000013 PC_000799 PC_005118 PC_000828 PC_011771 PC_000231 PC_000244 PC_001402 PC_004125 PC_001002 PC_000023 PC_007055 PC_001080 PC_000386 PC_000824 PC_005359 PC_010937 PC_000365 PC_008882 PC_005945 PC_003272 PC_003458 PC_001196 PC_001004
0,PC_002236 PC_007254 PC_000094 PC_009168 PC_006074 PC_008069 PC_007207 PC_002820 PC_000431 PC_000167 PC_003764 PC_000138 PC_002652 PC_005042 PC_002164 PC_001435 PC_000666 PC_005805 PC_007262 PC_002213 PC_006006 PC_000430 PC_011157 PC_001273 PC_002587 PC_000545 PC_002586 PC_001137 PC_006992 PC_000788 PC_004479 PC_001069 PC_022564 PC_003386 PC_000634 PC_008585 PC_006713 PC_004668 PC_006839 PC_003040 PC_002099 PC_001862 PC_007263 PC_007609 PC_000570 PC_009632 PC_006262 PC_002523 PC_012039 PC_001509 PC_000997 PC_003583 PC_000026 PC_017165 PC_000001 PC_000161 PC_000083 PC_002098 PC_002165 PC_000131 PC_000354 PC_002955 PC_000147 PC_001963 PC_001034 PC_000053 PC_005012 PC_000442 PC_001176 PC_001235 PC_002849 PC_005043 PC_005197 PC_007196 PC_005189 PC_000532 PC_001481 PC_007013 PC_000176 PC_000000 PC_003659 PC_000029 PC_000302 PC_000051 PC_005343 PC_004969 PC_000066 PC_000045 PC_002591 PC_000770 PC_005915 PC_003476 PC_001373 PC_000058 PC_009906 PC_003289 PC_018332 PC_013861 PC_003650 PC_001272 PC_004448 PC_000074 PC_001826 PC_000995 PC_030700 PC_004938 PC_001647 PC_004373 PC_001177 PC_000845 PC_002235 PC_001685 PC_003477 PC_004637 PC_000204 PC_000218 PC_004284 PC_000060 PC_000919 PC_000662 PC_001134 PC_003806 PC_007255 PC_005139 PC_000063 PC_001859 PC_006599 PC_000085 PC_007264 PC_002585 PC_003494 PC_002584 PC_007610 PC_000139 PC_001201 PC_001858 PC_007265 PC_007266 PC_001192 PC_005518 PC_000345 PC_001392 PC_003158 PC_030701 PC_000106 PC_002737 PC_008764 PC_002583 PC_003842 PC_000402 PC_000708 PC_002736 PC_003742 PC_000258 PC_003360 PC_004221 PC_000020 PC_007946 PC_006506 PC_008108 PC_000308 PC_001479 PC_001912 PC_006840 PC_005435 PC_000499 PC_000294 PC_002176 PC_002020 PC_004181 PC_000144 PC_006039 PC_001938 PC_000887 PC_001637 PC_000635 PC_001742 PC_000647 PC_008109 PC_020643 PC_001598 PC_001913 PC_010993 PC_001139 PC_001071 PC_006936 PC_030702 PC_000403 PC_000647 PC_011924 PC_001394 PC_008110 PC_003809 PC_008586 PC_007618 PC_000006 PC_001234 PC_003155 PC_000999 PC_000228 PC_009169 PC_007608 PC_000170 PC_000064 PC_002100 PC_007256 PC_002418 PC_009084 PC_012966 PC_002892 PC_001596 PC_004072 PC_006139 PC_004967 PC_001863 PC_000820 PC_000601 PC_007268 PC_000433 PC_007589 PC_005264 PC_004452 PC_001686 PC_000466 PC_005041 PC_000998 PC_003108 PC_001434 PC_004934 PC_001780 PC_003642 PC_000042 PC_002417 PC_000057 PC_002225 PC_004355 PC_008582 PC_008583 PC_001175 PC_000226 PC_001138 PC_010281 PC_007257 PC_002416 PC_001432 PC_000475 PC_003094 PC_001269 PC_007397 PC_002891 PC_000103 PC_006140 PC_007258 PC_011923 PC_000041 PC_008107 PC_001173 PC_016352 PC_008584 PC_001765 PC_000009 PC_001233 PC_000383 PC_009634 PC_006837 PC_009704 PC_000118 PC_007260 PC_006838 PC_009635 PC_001779 PC_027956 PC_005201 PC_005443 PC_007261 PC_004032 PC_005998
1,PC_001955 PC_007060 PC_003276 PC_003095 PC_007570 PC_000975 PC_005698 PC_002793 PC_003277 PC_002942 PC_003022 PC_015162 PC_003959 PC_003096 PC_003960 PC_000874 PC_001231 PC_000414 PC_015163 PC_001100 PC_000100 PC_001856 PC_013618 PC_017852 PC_000696 PC_015164 PC_000269 PC_009549 PC_001198 PC_003634 PC_004914 PC_001391 PC_000992 PC_009374 PC_003370 PC_007076 PC_005704 PC_002462 PC_005327 PC_002405 PC_004941 PC_003372 PC_003460 PC_003461 PC_004817 PC_005410 PC_003462 PC_005705 PC_003278 PC_000307 PC_001226 PC_001357 PC_001301 PC_001295 PC_004916 PC_002575 PC_000507 PC_000855 PC_001634 PC_002794 PC_001363 PC_011686 PC_004617 PC_021841 PC_001030
1,PC_007086 PC_010708 PC_018016 PC_026370 PC_002173 PC_026372 PC_026373 PC_002313 PC_015170 PC_021378 PC_005185 PC_002463 PC_021379 PC_033300 PC_033301 PC_002221 PC_002089 PC_018017 PC_002222 PC_001294 PC_007502 PC_004609 PC_010015 PC_001164 PC_005407 PC_004501 PC_033302 PC_013720 PC_002025 PC_009868 PC_026375 PC_005169 PC_002636 PC_011428 PC_003092 PC_000438 PC_000124 PC_004910 PC_011503 PC_002026 PC_001857 PC_018018 PC_007837 PC_003021 PC_009367 PC_003362 PC_004616 PC_001768 PC_021380 PC_008900 PC_012427 PC_018019 PC_001958 PC_001473 PC_033305 PC_000358 PC_010641 PC_000560 PC_007457 PC_005878 PC_027282 PC_013719 PC_001500 PC_000989 PC_001498 PC_015407 PC_003303 PC_015406
1,PC_006230 PC_032209 PC_032210 PC_032211 PC_032212 PC_001853 PC_001502 PC_001854 PC_000888 PC_009881 PC_000630 PC_032207 PC_014899 PC_014900 PC_002404 PC_001391 PC_000992 PC_020601 PC_032214 PC_012146 PC_008263 PC_006978 PC_005323 PC_025698 PC_032215 PC_017519 PC_020606 PC_011277 PC_032217 PC_032219 PC_005895 PC_017520 PC_011251 PC_003554 PC_012147 PC_012148 PC_012149 PC_012150 PC_020583 PC_005325 PC_006582 PC_006582 PC_025645 PC_025683 PC_013412 PC_032208 PC_032184 PC_017491
0,PC_002615 PC_009871 PC_005638 PC_003224 PC_001795 PC_000511 PC_000719 PC_001882 PC_000900 PC_001696 PC_006292 PC_006729 PC_001521 PC_006638 PC_000148 PC_000148 PC_005123 PC_001527 PC_007011 PC_001605 PC_004298 PC_000899 PC_000495 PC_000013 PC_001212 PC_003592 PC_003592 PC_000231 PC_000244 PC_006285 PC_000878 PC_001608 PC_000927 PC_000828 PC_000023 PC_001880 PC_001080 PC_000386 PC_001794 PC_000365 PC_005132 PC_001040 PC_006358 PC_003272 PC_003458 PC_000705
0,PC_012137 PC_017474
0,PC_003334 PC_003950 PC_010171 PC_033958 PC_018607 PC_033846 PC_010172 PC_001927 PC_009523 PC_005231 PC_008505 PC_033960 PC_001441 PC_001923 PC_003952 PC_001411 PC_008506 PC_000884 PC_000477 PC_000163 PC_008993 PC_012538 PC_026987 PC_018385 PC_001533 PC_005236 PC_000275 PC_000380 PC_010842 PC_000330 PC_021996 PC_021996 PC_001604 PC_000199 PC_004437 PC_002263 PC_011649 PC_000164 PC_000312 PC_007180 PC_000200 PC_008036 PC_005764 PC_000627 PC_005237 PC_000181 PC_005229 PC_003298 PC_002444 PC_002443 PC_006773 PC_002925 PC_005231 PC_004653 PC_002979 PC_001120 PC_033963 PC_033946 PC_002690 PC_026988 PC_000778 PC_002024 PC_021997 PC_007555 PC_007555 PC_000174 PC_004180 PC_010173 PC_003951 PC_000598 PC_003338 PC_026989 PC_013875 PC_008035 PC_000318 PC_004174 PC_008494 PC_006445 PC_005953 PC_003339 PC_005772 PC_008507 PC_033965 PC_033982 PC_011618 PC_026990 PC_000055 PC_011622 PC_026991 PC_006081 PC_000389 PC_000189 PC_033966 PC_001288 PC_033967 PC_033968 PC_018382 PC_000800 PC_021809 PC_033983 PC_009567 PC_009013 PC_000357 PC_010169 PC_003517 PC_000212 PC_000093 PC_000303 PC_007556 PC_001087 PC_005489 PC_003335 PC_005489 PC_007202 PC_000917 PC_009004 PC_033970 PC_006082 PC_033971 PC_001929 PC_013779 PC_006083 PC_026992 PC_033972 PC_008508 PC_003139 PC_000297 PC_001927 PC_009009 PC_026993 PC_033973 PC_008509 PC_001243 PC_000779 PC_006446 PC_001923 PC_000538 PC_007203 PC_006781 PC_018562 PC_009526 PC_033974 PC_007204 PC_033975 PC_011651 PC_008510 PC_000500 PC_015433 PC_009875 PC_013876 PC_033976 PC_018383 PC_035989 PC_006447 PC_009009 PC_012574 PC_033977 PC_009876 PC_009014 PC_009527 PC_012575 PC_002538 PC_033978 PC_009524 PC_021998 PC_008511 PC_002047 PC_003340 PC_011652 PC_004769 PC_007178 PC_012577 PC_010176 PC_013878 PC_003841 PC_010169 PC_010868 PC_021990 PC_015433 PC_009524 PC_001544 PC_021547 PC_021999 PC_013851 PC_010170 PC_021989 PC_026996 PC_015641 PC_015641 PC_018392 PC_008507 PC_006448 PC_013879 PC_013855 PC_000433 PC_012578 PC_015642 PC_015643 PC_026888 PC_000679 PC_010840 PC_000420 PC_001376 PC_012539 PC_012569 PC_000158 PC_001751 PC_015636 PC_004175 PC_000314 PC_010869 PC_010869 PC_000830 PC_000811 PC_012570 PC_026984 PC_013864 PC_033947 PC_000700 PC_033945 PC_005102 PC_033948 PC_007554 PC_033949 PC_001184 PC_021991 PC_033950 PC_033945 PC_033951 PC_018379 PC_000421 PC_021992 PC_003518 PC_001927 PC_018380 PC_018381 PC_012571 PC_000848 PC_018596 PC_033952 PC_026985 PC_004765 PC_009525 PC_012572 PC_005766 PC_013689 PC_005728 PC_001616 PC_012579 PC_001241 PC_033954 PC_000220 PC_009010 PC_015635 PC_026986 PC_033955 PC_033955 PC_010867 PC_007198 PC_007199 PC_003138 PC_033956 PC_021994 PC_033957 PC_012541 PC_008504
1,PC_010493 PC_025653 PC_032146 PC_020567 PC_014889 PC_009245 PC_020568 PC_020569 PC_010494 PC_017498 PC_041553 PC_025655 PC_003789 PC_004265 PC_020570 PC_011255 PC_001953 PC_013419 PC_014890 PC_025656 PC_025657 PC_025658 PC_025659 PC_017499 PC_020571 PC_014882 PC_009869 PC_004263 PC_006229 PC_011257 PC_003181 PC_003025 PC_013413
1,PC_001746 PC_007885 PC_011577 PC_007529 PC_010788 PC_010088 PC_010089 PC_010789 PC_011578 PC_015532 PC_004906 PC_008468 PC_009877 PC_033548 PC_003273 PC_002458 PC_005626 PC_026701 PC_026292 PC_003021 PC_026705 PC_000865 PC_005980 PC_007970 PC_021549 PC_001052 PC_002093 PC_012494 PC_001111 PC_013473 PC_008953 PC_003993 PC_021546 PC_017721 PC_026703
1,PC_007458 PC_006357 PC_003864 PC_005168 PC_020907 PC_026500 PC_007930 PC_012340 PC_002396 PC_000521 PC_005991 PC_005703 PC_001164 PC_026797 PC_013720 PC_009868 PC_017838 PC_008745 PC_011314 PC_003092 PC_002635 PC_002457 PC_000124 PC_004910 PC_011503 PC_001857 PC_001472 PC_034537 PC_026802 PC_011559 PC_005700 PC_007455 PC_041388 PC_034538 PC_034539 PC_002000 PC_004666 PC_015754 PC_004616 PC_001768 PC_008900 PC_018019 PC_006356 PC_001958 PC_001473 PC_027281 PC_034540 PC_007457 PC_003780 PC_001500 PC_002146 PC_002001 PC_017923 PC_009991 PC_008853 PC_008450 PC_010082 PC_003632 PC_003633 PC_004112
1,PC_005882 PC_025640 PC_033001 PC_003364 PC_008251 PC_020552 PC_020553 PC_011249 PC_010490 PC_020554 PC_003998 PC_032119 PC_032120 PC_008252 PC_011250 PC_032121 PC_013399 PC_013400 PC_007818 PC_012146 PC_001501 PC_013402 PC_013403 PC_001850 PC_032124 PC_013404 PC_013405 PC_013406 PC_010491 PC_013407 PC_004507 PC_013408 PC_013409 PC_003787 PC_032125 PC_011251 PC_012147 PC_012148 PC_012149 PC_012150 PC_007824 PC_017494 PC_025645 PC_013412 PC_014879 PC_017491 PC_014904 PC_020551
1,PC_026042 PC_032873 PC_026044 PC_005662 PC_032874 PC_026045 PC_004021 PC_026046 PC_032869 PC_017795 PC_020755 PC_003450 PC_011406 PC_026043 PC_032875 PC_001359 PC_008313 PC_005983 PC_007044 PC_026047 PC_002124 PC_026048 PC_008337 PC_005398 PC_040857 PC_020870 PC_026049 PC_026050 PC_003087 PC_012178 PC_032870 PC_008268 PC_005317 PC_020871 PC_015124 PC_017797 PC_015125 PC_012318 PC_032871 PC_032876 PC_007045 PC_015126 PC_032872 PC_025693
0,PC_000945 PC_017926 PC_015301 PC_000056 PC_001162 PC_002466 PC_015302 PC_015303 PC_015271 PC_002924 PC_015304 PC_015305 PC_015257 PC_015306 PC_017932 PC_015307 PC_013671 PC_013672 PC_015308 PC_015309 PC_013673 PC_017933 PC_005719 PC_013674 PC_002131 PC_015310 PC_015311 PC_021080 PC_000214 PC_015313 PC_015314 PC_006009 PC_010680 PC_015258 PC_015315 PC_004634 PC_015316 PC_009967 PC_000465 PC_002805 PC_001021 PC_002654 PC_001963 PC_000909 PC_015259 PC_001555 PC_001050 PC_001556 PC_012377 PC_011469 PC_002806 PC_001307 PC_000595 PC_004370 PC_003287 PC_015260 PC_002655 PC_000010 PC_000025 PC_001590 PC_000176 PC_000000 PC_004551 PC_000029 PC_002166 PC_000051 PC_001540 PC_015317 PC_004371 PC_005190 PC_000533 PC_002304 PC_022339 PC_015318 PC_001557 PC_003288 PC_015319 PC_006369 PC_015320 PC_015321 PC_013675 PC_003282 PC_000074 PC_000014 PC_015322 PC_004937 PC_001202 PC_015323 PC_003610 PC_001177 PC_000845 PC_000845 PC_013676 PC_012379 PC_000204 PC_000218 PC_015324 PC_015325 PC_000919 PC_012373 PC_007075 PC_021082 PC_002656 PC_008884 PC_001308 PC_015326 PC_008418 PC_015327 PC_000831 PC_015255 PC_021075 PC_013677 PC_015329 PC_013678 PC_013678 PC_010020 PC_015330 PC_015331 PC_008418 PC_015332 PC_015261 PC_015333 PC_015334 PC_015335 PC_026233 PC_007961 PC_003478 PC_004638 PC_015336 PC_010682 PC_015262 PC_015337 PC_004940 PC_015338 PC_005191 PC_010683 PC_015339 PC_000128 PC_000402 PC_010684 PC_015340 PC_015263 PC_017937 PC_001221 PC_002167 PC_006663 PC_015341 PC_000142 PC_006329 PC_015342 PC_017940 PC_011470 PC_001285 PC_015343 PC_000382 PC_000463 PC_015344 PC_002020 PC_015345 PC_001827 PC_000762 PC_002502 PC_015346 PC_005186 PC_009400 PC_002272 PC_013680 PC_015347 PC_015348 PC_015349 PC_021087 PC_017941 PC_013681 PC_015350 PC_004931 PC_007964 PC_015351 PC_015352 PC_017943 PC_015353 PC_011471 PC_015354 PC_015355 PC_000553 PC_015356 PC_015264 PC_015357 PC_015358 PC_000982 PC_015359 PC_002128 PC_017723 PC_015256 PC_000466 PC_003649 PC_003108 PC_001434 PC_015265 PC_015266 PC_005427 PC_021076 PC_000042 PC_015267 PC_011394 PC_015268 PC_015269 PC_015270 PC_005187 PC_003880 PC_003473 PC_006372 PC_001534 PC_015272 PC_015273 PC_015271 PC_001370 PC_015274 PC_015275 PC_015276 PC_017927 PC_004935 PC_001049 PC_015277 PC_015278 PC_000201 PC_000048 PC_007077 PC_000011 PC_015279 PC_015280 PC_017929 PC_017930 PC_004368 PC_002769 PC_004936 PC_015281 PC_026235 PC_021078 PC_015282 PC_015283 PC_015284 PC_015285 PC_015286 PC_017931 PC_015287 PC_010677 PC_015288 PC_000295 PC_012376 PC_015289 PC_015290 PC_003109 PC_015291 PC_015292 PC_015293 PC_005188 PC_015294 PC_004369 PC_000634 PC_015295 PC_000964 PC_015296 PC_006708 PC_006709 PC_015297 PC_002164 PC_015298 PC_015299 PC_015300
1,PC_017761 PC_008833 PC_002723 PC_003853 PC_017484
